transaction_id,client_id,portfolio_id,transaction_date,transaction_type,amount_usd,original_currency,fx_rate_applied,asset_class,fee_amount_usd,fee_type,rm_id,notes
4768,88,134,2025-12-24,Dividend,35578.44,SGD,1.313046,Fixed Income,,,Ahmad Rizal,
4769,88,134,2025-12-24,Rebalance,5388.47,SGD,1.312203,Equities,,,Ahmad Rizal,
4770,88,134,2025-12-18,Inflow,1035318.05,SGD,1.341145,Cash,,,Ahmad Rizal,
4771,88,134,2025-12-20,Fee,-17458.78,SGD,1.338791,Alternatives,17458.78,Transaction Fee,Ahmad Rizal,
4772,88,134,2025-12-20,Dividend,12316.39,SGD,1.376107,Structured Products,,,Ahmad Rizal,
4773,88,134,2025-12-15,Outflow,-239822.26,SGD,1.378075,Structured Products,,,Ahmad Rizal,
4774,88,134,2025-12-30,Outflow,-770864.42,SGD,1.337985,Alternatives,,,Ahmad Rizal,
4775,88,134,2025-12-11,Inflow,747822.04,SGD,1.306325,Alternatives,,,Ahmad Rizal,
4776,88,134,2025-12-22,Outflow,-643103.54,SGD,1.356813,Alternatives,,,Ahmad Rizal,
4777,88,134,2025-12-26,Dividend,43583.01,SGD,1.339079,Structured Products,,,Ahmad Rizal,
4778,88,134,2025-12-24,Dividend,15459.51,SGD,1.354941,Alternatives,,,Ahmad Rizal,
4779,88,134,2025-12-29,Dividend,29166.58,SGD,1.371141,Structured Products,,,Ahmad Rizal,
4780,88,134,2025-12-12,Fee,-18819.65,SGD,1.363309,Alternatives,18819.65,Management Fee,Ahmad Rizal,
4781,88,134,2025-12-26,Fee,-11491.54,SGD,1.349096,Alternatives,11491.54,Advisory Fee,Ahmad Rizal,
4782,88,134,2025-12-18,Interest,46678.85,SGD,1.362403,Equities,,,Ahmad Rizal,
4783,88,134,2025-12-20,Outflow,-580380.52,SGD,1.335224,Equities,,,Ahmad Rizal,
4784,88,134,2025-12-26,Fee,-5871.02,SGD,1.345284,Private Credit,5871.02,Management Fee,Ahmad Rizal,
4785,88,134,2025-12-13,Outflow,-759782.4,SGD,1.304706,Structured Products,,,Ahmad Rizal,
4786,88,134,2025-12-10,Outflow,-776219.36,SGD,1.306703,Fixed Income,,,Ahmad Rizal,
4787,88,134,2025-12-30,Outflow,-615801.55,SGD,1.312281,Cash,,,Ahmad Rizal,
4788,88,134,2025-12-15,Inflow,357969.52,SGD,1.343333,Structured Products,,,Ahmad Rizal,
4789,88,134,2025-12-30,Inflow,708360.1,SGD,1.33836,Private Credit,,,Ahmad Rizal,
4790,88,134,2025-12-20,Fee,-16545.64,SGD,1.334846,Structured Products,16545.64,Advisory Fee,Ahmad Rizal,
4791,88,135,2025-01-07,FX-Conversion,74848.94,SGD,1.377855,Private Credit,,,Ahmad Rizal,
4792,88,135,2025-05-02,Inflow,246451.78,SGD,1.323921,Fixed Income,,,Ahmad Rizal,
4793,88,135,2024-12-15,Inflow,920098.11,SGD,1.335066,Alternatives,,,Ahmad Rizal,
4794,88,135,2025-04-15,Outflow,-365178.9,SGD,1.379136,Structured Products,,,Ahmad Rizal,
4795,88,135,2025-08-18,Inflow,376157.72,SGD,1.321714,Alternatives,,,Ahmad Rizal,
4796,88,135,2024-12-21,Outflow,-171798.15,SGD,1.331393,Structured Products,,,Ahmad Rizal,
4797,88,135,2025-10-23,Rebalance,71158.41,SGD,1.374684,Cash,,,Ahmad Rizal,
4798,88,135,2025-07-07,Dividend,31309.81,SGD,1.303665,Fixed Income,,,Ahmad Rizal,
4799,88,135,2025-06-01,Dividend,49337.59,SGD,1.368346,Cash,,,Ahmad Rizal,
4800,88,135,2025-05-15,Dividend,14991.54,SGD,1.355346,Equities,,,Ahmad Rizal,
4801,88,135,2025-12-11,Fee,-11683.38,SGD,1.364363,Alternatives,11683.38,Performance Fee,Ahmad Rizal,
4802,88,135,2025-06-17,Dividend,51685.97,SGD,1.37051,Fixed Income,,,Ahmad Rizal,
4803,88,135,2025-06-13,FX-Conversion,77213.38,SGD,1.362887,Private Credit,,,Ahmad Rizal,
4804,88,135,2025-11-14,Inflow,910530.53,SGD,1.353956,Fixed Income,,,Ahmad Rizal,
4805,88,135,2025-08-02,Outflow,-483541.67,SGD,1.306983,Alternatives,,,Ahmad Rizal,
4806,88,135,2025-03-04,Outflow,-255170.98,SGD,1.375568,Cash,,,Ahmad Rizal,
4807,88,135,2025-06-20,Outflow,-454305.23,SGD,1.323001,Private Credit,,,Ahmad Rizal,
4808,88,135,2025-07-03,Inflow,659252.0,SGD,1.366709,Structured Products,,,Ahmad Rizal,
4809,88,135,2025-08-16,Interest,38469.22,SGD,1.371654,Equities,,,Ahmad Rizal,
4810,88,135,2025-12-04,Fee,-14806.63,SGD,1.336469,Equities,14806.63,Management Fee,Ahmad Rizal,
4811,88,135,2025-06-22,Outflow,-502149.31,SGD,1.355115,Fixed Income,,,Ahmad Rizal,
4812,88,135,2025-05-15,Inflow,653759.34,SGD,1.313083,Alternatives,,,Ahmad Rizal,
4813,88,135,2025-03-28,Dividend,49021.63,SGD,1.349641,Cash,,,Ahmad Rizal,
4814,88,135,2025-03-14,Fee,-17212.32,SGD,1.353102,Private Credit,17212.32,Advisory Fee,Ahmad Rizal,
4815,88,135,2025-08-13,Outflow,-393007.46,SGD,1.330291,Cash,,,Ahmad Rizal,
4816,88,135,2025-05-25,Fee,-12827.01,SGD,1.326022,Equities,12827.01,Advisory Fee,Ahmad Rizal,
4817,88,135,2025-12-19,Dividend,43821.55,SGD,1.316704,Private Credit,,,Ahmad Rizal,
4818,88,135,2025-05-18,Inflow,586815.87,SGD,1.352642,Cash,,,Ahmad Rizal,
4819,88,135,2025-02-03,Outflow,-682283.98,SGD,1.313848,Cash,,,Ahmad Rizal,
4820,88,135,2025-02-23,Dividend,21647.78,SGD,1.349044,Structured Products,,,Ahmad Rizal,
4821,88,135,2025-01-09,Fee,-9041.96,SGD,1.3276,Private Credit,9041.96,Management Fee,Ahmad Rizal,
4822,88,135,2025-06-15,Fee,-7215.67,SGD,1.353185,Cash,7215.67,Management Fee,Ahmad Rizal,
4823,88,135,2025-02-07,Inflow,693176.32,SGD,1.336972,Alternatives,,,Ahmad Rizal,
4824,88,135,2025-04-09,Interest,50839.01,SGD,1.319128,Structured Products,,,Ahmad Rizal,
4825,88,135,2025-01-18,Interest,21512.74,SGD,1.342939,Private Credit,,,Ahmad Rizal,
4826,88,135,2025-02-19,Inflow,518099.96,SGD,1.340039,Alternatives,,,Ahmad Rizal,
4827,88,135,2025-07-06,Outflow,-320544.79,SGD,1.351912,Fixed Income,,,Ahmad Rizal,
4828,88,135,2025-12-22,Dividend,14493.84,SGD,1.342731,Alternatives,,,Ahmad Rizal,
4829,88,135,2025-11-10,Outflow,-539253.8,SGD,1.325052,Fixed Income,,,Ahmad Rizal,
4830,88,135,2025-04-13,Rebalance,-26656.29,SGD,1.329779,Structured Products,,,Ahmad Rizal,
4831,88,135,2025-09-21,Inflow,799558.91,SGD,1.362975,Private Credit,,,Ahmad Rizal,
4832,88,135,2025-06-07,Fee,-9993.2,SGD,1.328915,Structured Products,9993.2,Transaction Fee,Ahmad Rizal,
4833,88,135,2025-08-26,Inflow,452281.39,SGD,1.312293,Cash,,,Ahmad Rizal,
4834,88,135,2025-09-10,Interest,36864.05,SGD,1.309252,Alternatives,,,Ahmad Rizal,
4835,88,135,2025-03-22,Fee,-8607.65,SGD,1.335501,Fixed Income,8607.65,Advisory Fee,Ahmad Rizal,
4836,88,135,2025-05-15,Inflow,301516.04,SGD,1.364672,Equities,,,Ahmad Rizal,
4837,88,135,2025-07-28,Dividend,21179.84,SGD,1.378517,Equities,,,Ahmad Rizal,
4838,88,135,2025-11-20,Fee,-17990.12,SGD,1.378125,Private Credit,17990.12,Performance Fee,Ahmad Rizal,
4839,88,135,2025-02-14,Fee,-10275.48,SGD,1.379773,Private Credit,10275.48,Advisory Fee,Ahmad Rizal,
4840,88,135,2025-09-04,Dividend,49910.71,SGD,1.329778,Cash,,,Ahmad Rizal,
4841,88,135,2025-07-07,Inflow,75387.52,SGD,1.348722,Cash,,,Ahmad Rizal,
4842,88,135,2025-06-29,Inflow,509922.34,SGD,1.349308,Equities,,,Ahmad Rizal,
4843,88,135,2024-12-28,Dividend,42318.01,SGD,1.335042,Equities,,,Ahmad Rizal,
4844,88,135,2024-12-31,Rebalance,14555.72,SGD,1.351755,Cash,,,Ahmad Rizal,
4845,88,135,2025-10-03,Inflow,482292.88,SGD,1.34783,Structured Products,,,Ahmad Rizal,
4846,88,135,2025-09-09,Outflow,-127281.59,SGD,1.372471,Private Credit,,,Ahmad Rizal,
4847,89,136,2025-09-06,Dividend,3811.61,CNY,7.36189,Alternatives,,,Mei Lin,
4848,89,136,2025-12-27,Interest,3102.57,CNY,7.197344,Structured Products,,,Mei Lin,
4849,89,136,2025-10-11,Outflow,-83231.77,CNY,7.234269,Fixed Income,,,Mei Lin,
4850,89,136,2025-10-09,Outflow,-83441.82,CNY,7.328284,Private Credit,,,Mei Lin,
4851,89,136,2025-11-21,Inflow,79559.04,CNY,7.080505,Equities,,,Mei Lin,
4852,89,136,2025-12-24,Inflow,112899.0,CNY,7.122922,Equities,,,Mei Lin,
4853,89,136,2025-11-05,Interest,3967.1,CNY,7.055124,Fixed Income,,,Mei Lin,
4854,89,136,2025-09-26,Inflow,109239.48,CNY,7.157415,Cash,,,Mei Lin,
4855,89,136,2025-12-13,Dividend,2193.69,CNY,7.198814,Structured Products,,,Mei Lin,
4856,89,136,2025-10-05,Outflow,-82445.91,CNY,7.269442,Private Credit,,,Mei Lin,
4857,89,136,2025-11-30,Interest,5525.25,CNY,7.139232,Equities,,,Mei Lin,
4858,89,136,2025-08-14,Inflow,50715.72,CNY,7.045193,Private Credit,,,Mei Lin,
4859,89,136,2025-12-03,Dividend,4852.94,CNY,7.359104,Fixed Income,,,Mei Lin,
4860,89,136,2025-11-28,Interest,4895.12,CNY,7.192143,Structured Products,,,Mei Lin,
4861,89,136,2025-08-15,Fee,-888.38,CNY,7.125876,Alternatives,888.38,Transaction Fee,Mei Lin,
4862,89,136,2025-12-07,Interest,4406.34,CNY,7.370285,Alternatives,,,Mei Lin,
4863,89,136,2025-09-14,Rebalance,-21931.96,CNY,7.43069,Structured Products,,,Mei Lin,
4864,89,136,2025-09-04,Inflow,93723.08,CNY,7.438483,Fixed Income,,,Mei Lin,
4865,89,136,2025-09-20,Inflow,92777.08,CNY,7.162795,Private Credit,,,Mei Lin,
4866,89,136,2025-09-18,Interest,5399.07,CNY,7.277176,Equities,,,Mei Lin,
4867,89,136,2025-12-26,Fee,-2029.76,CNY,7.19409,Fixed Income,2029.76,Advisory Fee,Mei Lin,
4868,90,137,2025-12-10,Outflow,-216006.21,CNY,7.141325,Alternatives,,,Rajan Pillai,
4869,90,137,2025-12-30,Outflow,-97720.22,CNY,7.32099,Fixed Income,,,Rajan Pillai,
4870,90,137,2025-10-14,Outflow,-78858.34,CNY,7.065178,Equities,,,Rajan Pillai,
4871,90,137,2025-12-11,Dividend,17261.59,CNY,7.415969,Private Credit,,,Rajan Pillai,
4872,90,137,2025-10-17,Inflow,365391.34,CNY,7.104285,Cash,,,Rajan Pillai,
4873,90,137,2025-09-06,Dividend,4832.28,CNY,7.262857,Fixed Income,,,Rajan Pillai,
4874,90,137,2025-11-25,Dividend,14751.05,CNY,7.116799,Equities,,,Rajan Pillai,
4875,90,137,2025-12-20,FX-Conversion,2598.21,CNY,7.361772,Cash,,,Rajan Pillai,
4876,90,137,2025-11-11,Interest,17449.17,CNY,7.430745,Alternatives,,,Rajan Pillai,
4877,90,137,2025-10-07,Outflow,-93749.07,CNY,7.433794,Fixed Income,,,Rajan Pillai,
4878,90,137,2025-10-07,Dividend,7035.28,CNY,7.163391,Fixed Income,,,Rajan Pillai,
4879,90,137,2025-09-11,Rebalance,-63083.18,CNY,7.096207,Equities,,,Rajan Pillai,
4880,90,137,2025-09-30,Rebalance,-60880.99,CNY,7.243544,Equities,,,Rajan Pillai,
4881,90,137,2025-12-25,Interest,11278.28,CNY,7.232574,Alternatives,,,Rajan Pillai,
4882,90,137,2025-12-06,Fee,-5853.63,CNY,7.211977,Cash,5853.63,Transaction Fee,Rajan Pillai,
4883,90,137,2025-11-12,Inflow,179124.31,CNY,7.344457,Cash,,,Rajan Pillai,
4884,90,137,2025-10-21,Inflow,273940.02,CNY,7.32212,Cash,,,Rajan Pillai,
4885,90,137,2025-09-12,Dividend,18963.57,CNY,7.23956,Fixed Income,,,Rajan Pillai,
4886,90,137,2025-09-09,Outflow,-273096.95,CNY,7.19428,Structured Products,,,Rajan Pillai,
4887,90,137,2025-09-10,Dividend,11785.0,CNY,7.376368,Equities,,,Rajan Pillai,
4888,90,137,2025-10-02,Inflow,105397.55,CNY,7.389847,Private Credit,,,Rajan Pillai,
4889,90,137,2025-11-26,Outflow,-117730.11,CNY,7.209331,Cash,,,Rajan Pillai,
4890,90,137,2025-10-12,Inflow,78519.26,CNY,7.038875,Structured Products,,,Rajan Pillai,
4891,90,137,2025-12-04,Rebalance,21845.22,CNY,7.031676,Fixed Income,,,Rajan Pillai,
4892,90,137,2025-12-13,Rebalance,-93361.93,CNY,7.268045,Structured Products,,,Rajan Pillai,
4893,90,137,2025-12-03,Interest,4165.78,CNY,7.152411,Private Credit,,,Rajan Pillai,
4894,90,137,2025-10-17,Interest,14988.81,CNY,7.281782,Equities,,,Rajan Pillai,
4895,90,137,2025-11-30,Inflow,73671.07,CNY,7.397851,Structured Products,,,Rajan Pillai,
4896,90,137,2025-11-14,Fee,-4298.36,CNY,7.274568,Fixed Income,4298.36,Performance Fee,Rajan Pillai,
4897,90,137,2025-11-02,FX-Conversion,-44545.6,CNY,7.074001,Cash,,,Rajan Pillai,
4898,90,137,2025-10-16,Rebalance,19672.22,CNY,7.299781,Equities,,,Rajan Pillai,
4899,90,137,2025-10-24,Dividend,18871.61,CNY,7.197224,Alternatives,,,Rajan Pillai,
4900,90,137,2025-09-04,Inflow,194948.25,CNY,7.342071,Equities,,,Rajan Pillai,
4901,90,137,2025-12-09,Inflow,224592.3,CNY,7.182155,Private Credit,,,Rajan Pillai,
4902,90,137,2025-10-09,Fee,-7050.8,CNY,7.10924,Fixed Income,7050.8,Performance Fee,Rajan Pillai,
4903,90,137,2025-10-21,Fee,-6831.4,CNY,7.319253,Structured Products,6831.4,Performance Fee,Rajan Pillai,
4904,90,137,2025-11-22,Dividend,10329.53,CNY,7.217687,Equities,,,Rajan Pillai,
4905,90,137,2025-12-26,Interest,11455.68,CNY,7.169658,Equities,,,Rajan Pillai,
4906,90,137,2025-10-06,Outflow,-253554.59,CNY,7.329494,Fixed Income,,,Rajan Pillai,
4907,90,137,2025-09-19,Inflow,301392.78,CNY,7.15497,Fixed Income,,,Rajan Pillai,
4908,90,137,2025-12-29,Interest,6285.43,CNY,7.258714,Equities,,,Rajan Pillai,
4909,90,137,2025-09-28,Inflow,175847.36,CNY,7.436137,Alternatives,,,Rajan Pillai,
4910,90,137,2025-11-17,Dividend,12996.21,CNY,7.427544,Structured Products,,,Rajan Pillai,
4911,90,137,2025-10-17,Interest,11044.2,CNY,7.236864,Structured Products,,,Rajan Pillai,
4912,90,137,2025-11-06,Inflow,289362.09,CNY,7.106311,Cash,,,Rajan Pillai,
4913,90,137,2025-10-18,Fee,-7302.16,CNY,7.054821,Cash,7302.16,Advisory Fee,Rajan Pillai,
4914,90,137,2025-10-06,Rebalance,-23602.63,CNY,7.166134,Private Credit,,,Rajan Pillai,
4915,90,137,2025-10-24,Outflow,-250725.58,CNY,7.296992,Fixed Income,,,Rajan Pillai,
4916,90,137,2025-11-18,Outflow,-168260.81,CNY,7.265463,Fixed Income,,,Rajan Pillai,
4917,90,137,2025-09-18,Interest,15911.46,CNY,7.198172,Cash,,,Rajan Pillai,
4918,90,137,2025-11-02,Rebalance,71541.73,CNY,7.026879,Cash,,,Rajan Pillai,
4919,90,137,2025-10-09,Inflow,372366.19,CNY,7.30779,Alternatives,,,Rajan Pillai,
4920,90,137,2025-12-04,Rebalance,-8990.7,CNY,7.298654,Private Credit,,,Rajan Pillai,
4921,90,137,2025-12-20,Inflow,268753.05,CNY,7.228019,Equities,,,Rajan Pillai,
4922,90,137,2025-10-04,Inflow,110604.68,CNY,7.274815,Fixed Income,,,Rajan Pillai,
4923,90,137,2025-10-27,Dividend,15304.64,CNY,7.167599,Private Credit,,,Rajan Pillai,
4924,90,137,2025-12-09,FX-Conversion,98908.97,CNY,7.17062,Alternatives,,,Rajan Pillai,
4925,90,137,2025-12-12,Inflow,146156.5,CNY,7.254478,Structured Products,,,Rajan Pillai,
4926,90,137,2025-09-09,Fee,-7100.27,CNY,7.337897,Private Credit,7100.27,Transaction Fee,Rajan Pillai,
4927,90,137,2025-10-01,Interest,5378.23,CNY,7.172424,Structured Products,,,Rajan Pillai,
4928,90,138,2025-09-19,Interest,22837.6,CNY,7.220458,Fixed Income,,,Rajan Pillai,
4929,90,138,2025-11-20,Rebalance,63525.69,CNY,7.334751,Alternatives,,,Rajan Pillai,
4930,90,138,2025-09-08,Interest,33679.96,CNY,7.068493,Cash,,,Rajan Pillai,
4931,90,138,2025-07-07,Fee,-9408.56,CNY,7.405555,Structured Products,9408.56,Advisory Fee,Rajan Pillai,
4932,90,138,2025-09-24,Outflow,-251027.56,CNY,7.171113,Private Credit,,,Rajan Pillai,
4933,90,138,2025-08-01,Fee,-5661.95,CNY,7.319549,Cash,5661.95,Transaction Fee,Rajan Pillai,
4934,90,138,2025-08-16,Outflow,-203658.27,CNY,7.452413,Alternatives,,,Rajan Pillai,
4935,90,138,2025-06-30,Interest,8106.45,CNY,7.243245,Structured Products,,,Rajan Pillai,
4936,90,138,2025-12-16,Outflow,-474646.92,CNY,7.027756,Alternatives,,,Rajan Pillai,
4937,90,138,2025-10-13,Outflow,-467358.53,CNY,7.101859,Structured Products,,,Rajan Pillai,
4938,90,138,2025-12-07,Dividend,9888.98,CNY,7.248429,Cash,,,Rajan Pillai,
4939,90,138,2025-10-06,Interest,8833.42,CNY,7.356215,Cash,,,Rajan Pillai,
4940,90,138,2025-10-15,Rebalance,-12193.43,CNY,7.18552,Cash,,,Rajan Pillai,
4941,90,139,2024-04-03,Fee,-4176.25,CNY,7.238698,Cash,4176.25,Performance Fee,Rajan Pillai,
4942,90,139,2024-02-19,Rebalance,-86048.18,CNY,7.363945,Cash,,,Rajan Pillai,
4943,90,139,2023-05-31,Rebalance,97671.2,CNY,7.076319,Fixed Income,,,Rajan Pillai,
4944,90,139,2025-06-16,Inflow,472567.87,CNY,7.199543,Private Credit,,,Rajan Pillai,
4945,90,139,2024-01-17,Outflow,-146512.91,CNY,7.320108,Fixed Income,,,Rajan Pillai,
4946,90,139,2024-06-17,Inflow,164931.14,CNY,7.27883,Fixed Income,,,Rajan Pillai,
4947,90,139,2024-05-23,Outflow,-59391.03,CNY,7.197053,Cash,,,Rajan Pillai,
4948,90,139,2023-04-05,Interest,19025.5,CNY,7.446041,Cash,,,Rajan Pillai,
4949,90,139,2024-05-17,Dividend,15127.78,CNY,7.172142,Equities,,,Rajan Pillai,
4950,90,139,2023-11-02,Inflow,336527.4,CNY,7.192993,Cash,,,Rajan Pillai,
4951,90,139,2023-11-22,Fee,-4108.27,CNY,7.128116,Equities,4108.27,Advisory Fee,Rajan Pillai,
4952,90,139,2023-05-18,Inflow,509077.29,CNY,7.137873,Cash,,,Rajan Pillai,
4953,90,139,2024-12-27,Outflow,-374670.28,CNY,7.170775,Cash,,,Rajan Pillai,
4954,90,139,2023-09-14,Inflow,386653.94,CNY,7.354972,Structured Products,,,Rajan Pillai,
4955,91,140,2025-07-05,Outflow,-106292.34,CNY,7.157906,Alternatives,,,Ahmad Rizal,
4956,91,140,2025-08-08,Fee,-2598.12,CNY,7.20099,Equities,2598.12,Transaction Fee,Ahmad Rizal,
4957,91,140,2025-09-18,FX-Conversion,-33395.73,CNY,7.035773,Alternatives,,,Ahmad Rizal,
4958,91,140,2025-11-22,Rebalance,10129.71,CNY,7.299748,Cash,,,Ahmad Rizal,
4959,91,140,2025-10-25,Fee,-4000.32,CNY,7.122141,Equities,4000.32,Management Fee,Ahmad Rizal,
4960,91,140,2025-12-01,FX-Conversion,-75531.34,CNY,7.408423,Fixed Income,,,Ahmad Rizal,
4961,91,140,2025-11-03,Inflow,182680.57,CNY,7.3343,Equities,,,Ahmad Rizal,
4962,91,140,2025-09-24,Fee,-4963.84,CNY,7.257352,Cash,4963.84,Performance Fee,Ahmad Rizal,
4963,91,140,2025-10-31,Fee,-1947.9,CNY,7.110976,Cash,1947.9,Transaction Fee,Ahmad Rizal,
4964,91,140,2025-12-29,Inflow,221994.54,CNY,7.269272,Fixed Income,,,Ahmad Rizal,
4965,91,140,2025-10-15,Inflow,151179.08,CNY,7.312342,Equities,,,Ahmad Rizal,
4966,91,140,2025-10-11,Outflow,-118681.99,CNY,7.124647,Equities,,,Ahmad Rizal,
4967,91,140,2025-08-18,Fee,-1343.74,CNY,7.031221,Structured Products,1343.74,Management Fee,Ahmad Rizal,
4968,91,140,2025-07-23,Dividend,8190.57,CNY,7.158428,Fixed Income,,,Ahmad Rizal,
4969,91,140,2025-12-25,Inflow,81415.44,CNY,7.091961,Equities,,,Ahmad Rizal,
4970,91,140,2025-12-30,Dividend,3502.22,CNY,7.408307,Equities,,,Ahmad Rizal,
4971,91,140,2025-10-03,Outflow,-60745.59,CNY,7.142445,Alternatives,,,Ahmad Rizal,
4972,91,140,2025-11-07,Dividend,11751.27,CNY,7.052405,Private Credit,,,Ahmad Rizal,
4973,91,140,2025-09-09,Fee,-4773.89,CNY,7.305262,Fixed Income,4773.89,Advisory Fee,Ahmad Rizal,
4974,91,140,2025-07-07,Interest,4438.71,CNY,7.318603,Alternatives,,,Ahmad Rizal,
4975,91,140,2025-11-26,Fee,-1992.69,CNY,7.12263,Alternatives,1992.69,Management Fee,Ahmad Rizal,
4976,91,140,2025-10-12,Inflow,243981.97,CNY,7.171215,Structured Products,,,Ahmad Rizal,
4977,91,140,2025-11-18,Rebalance,-59667.36,CNY,7.271653,Fixed Income,,,Ahmad Rizal,
4978,91,140,2025-10-06,Fee,-1877.86,CNY,7.322012,Cash,1877.86,Performance Fee,Ahmad Rizal,
4979,91,140,2025-08-27,Outflow,-153601.67,CNY,7.207961,Private Credit,,,Ahmad Rizal,
4980,91,140,2025-07-25,Rebalance,-10913.16,CNY,7.281015,Alternatives,,,Ahmad Rizal,
4981,91,140,2025-08-30,Inflow,66114.99,CNY,7.344919,Cash,,,Ahmad Rizal,
4982,91,140,2025-11-16,Outflow,-66036.08,CNY,7.298326,Private Credit,,,Ahmad Rizal,
4983,91,140,2025-07-04,Inflow,204230.93,CNY,7.268452,Equities,,,Ahmad Rizal,
4984,91,140,2025-11-07,Dividend,9689.81,CNY,7.034837,Cash,,,Ahmad Rizal,
4985,91,140,2025-08-05,Outflow,-71016.7,CNY,7.074562,Structured Products,,,Ahmad Rizal,
4986,91,140,2025-11-23,Inflow,203911.45,CNY,7.077677,Private Credit,,,Ahmad Rizal,
4987,91,140,2025-08-30,Dividend,7377.83,CNY,7.024429,Structured Products,,,Ahmad Rizal,
4988,91,140,2025-09-09,Fee,-4297.62,CNY,7.242398,Fixed Income,4297.62,Advisory Fee,Ahmad Rizal,
4989,91,140,2025-12-01,Rebalance,7105.25,CNY,7.430227,Alternatives,,,Ahmad Rizal,
4990,91,140,2025-10-06,Rebalance,-84534.93,CNY,7.388703,Equities,,,Ahmad Rizal,
4991,91,140,2025-12-04,Dividend,5611.9,CNY,7.094421,Equities,,,Ahmad Rizal,
4992,91,140,2025-07-07,Rebalance,-33150.63,CNY,7.429537,Cash,,,Ahmad Rizal,
4993,91,140,2025-09-18,Dividend,13121.83,CNY,7.441202,Equities,,,Ahmad Rizal,
4994,91,140,2025-08-18,Outflow,-182942.65,CNY,7.275979,Cash,,,Ahmad Rizal,
4995,91,140,2025-08-12,Outflow,-146691.19,CNY,7.247442,Alternatives,,,Ahmad Rizal,
4996,91,140,2025-11-19,Inflow,87965.36,CNY,7.306522,Equities,,,Ahmad Rizal,
4997,91,140,2025-10-31,Dividend,10642.81,CNY,7.30332,Fixed Income,,,Ahmad Rizal,
4998,91,140,2025-12-31,Interest,4446.44,CNY,7.34925,Cash,,,Ahmad Rizal,
4999,91,140,2025-09-17,Inflow,92179.09,CNY,7.406524,Alternatives,,,Ahmad Rizal,
5000,92,141,2025-08-04,Fee,-36556.77,USD,0.991714,Fixed Income,36556.77,Transaction Fee,Ahmad Rizal,
5001,92,141,2024-08-08,Outflow,-1578646.23,USD,1.021085,Cash,,,Ahmad Rizal,
5002,92,141,2024-12-02,Rebalance,29517.89,USD,1.020095,Private Credit,,,Ahmad Rizal,
5003,92,141,2025-11-24,Inflow,739350.82,USD,1.002036,Fixed Income,,,Ahmad Rizal,
5004,92,141,2024-05-07,Dividend,56498.41,USD,1.004871,Fixed Income,,,Ahmad Rizal,
5005,92,141,2025-06-20,FX-Conversion,-93885.76,USD,0.97299,Private Credit,,,Ahmad Rizal,
5006,92,141,2025-02-05,Inflow,1118809.39,USD,0.99126,Equities,,,Ahmad Rizal,
5007,92,141,2024-12-07,Fee,-24242.19,USD,0.994331,Fixed Income,24242.19,Performance Fee,Ahmad Rizal,
5008,92,141,2024-09-06,Inflow,1565132.85,USD,1.025371,Alternatives,,,Ahmad Rizal,
5009,92,141,2024-11-30,Fee,-22016.05,USD,1.01307,Structured Products,22016.05,Management Fee,Ahmad Rizal,
5010,92,141,2025-01-17,Rebalance,94908.48,USD,1.024742,Private Credit,,,Ahmad Rizal,
5011,92,141,2025-03-24,Inflow,327395.85,USD,1.012645,Fixed Income,,,Ahmad Rizal,
5012,92,141,2025-08-02,Inflow,1060264.71,USD,1.024687,Fixed Income,,,Ahmad Rizal,
5013,92,141,2025-01-07,Fee,-29436.2,USD,1.022728,Alternatives,29436.2,Management Fee,Ahmad Rizal,
5014,92,141,2024-06-24,Fee,-48839.64,USD,0.983046,Fixed Income,48839.64,Performance Fee,Ahmad Rizal,
5015,92,141,2025-03-21,Dividend,54405.61,USD,1.018068,Private Credit,,,Ahmad Rizal,
5016,92,141,2024-10-02,Inflow,1676037.17,USD,1.020044,Structured Products,,,Ahmad Rizal,
5017,92,141,2025-03-14,Dividend,69236.51,USD,1.011612,Private Credit,,,Ahmad Rizal,
5018,92,141,2025-08-19,Interest,128282.82,USD,0.984952,Equities,,,Ahmad Rizal,
5019,92,141,2025-12-18,Inflow,473911.33,USD,1.016149,Fixed Income,,,Ahmad Rizal,
5020,92,141,2024-10-02,Dividend,101819.23,USD,0.984177,Cash,,,Ahmad Rizal,
5021,92,141,2025-03-16,Inflow,567355.97,USD,1.006307,Private Credit,,,Ahmad Rizal,
5022,92,141,2024-05-04,Fee,-50906.92,USD,0.995939,Private Credit,50906.92,Management Fee,Ahmad Rizal,
5023,92,141,2025-07-26,Fee,-25170.04,USD,0.997097,Private Credit,25170.04,Performance Fee,Ahmad Rizal,
5024,92,141,2025-08-31,Inflow,1850264.72,USD,0.989086,Private Credit,,,Ahmad Rizal,
5025,92,141,2024-06-10,Dividend,44327.54,USD,0.984915,Alternatives,,,Ahmad Rizal,
5026,92,141,2025-06-02,Dividend,40953.54,USD,1.01232,Structured Products,,,Ahmad Rizal,
5027,92,141,2024-06-19,Dividend,124893.66,USD,1.018685,Cash,,,Ahmad Rizal,
5028,92,141,2025-01-17,Rebalance,24394.56,USD,0.988347,Fixed Income,,,Ahmad Rizal,
5029,92,141,2024-12-10,Dividend,87137.03,USD,0.986631,Cash,,,Ahmad Rizal,
5030,92,141,2024-11-21,Dividend,87395.26,USD,0.980993,Private Credit,,,Ahmad Rizal,
